,Unnamed: 0,a-beta
1474,26596,bapilu
1475,17523,bappenas
1476,17449,bappilu
1477,24235,bapppeda
1478,19810,bappppeda
1479,911,bapra
1480,912,baptis
1481,25187,bar
1482,27634,bara
1483,915,baraandi
1484,916,barabea
1485,917,barah
1486,918,barahan
1487,919,barak
1488,20272,barakuda
1489,920,baralek
1490,921,baran
1491,22231,barang
1492,923,barangkali
1493,27777,barangnya
1494,18249,barania
1495,924,barantan
1496,925,barasang
1497,926,barase
1498,927,barat
1499,928,baratu
1500,929,barbados
1501,930,barbari
1502,931,barbarisme
1503,932,barbaritas
1504,933,barbiturat
1505,934,barbuk
1506,24781,barcelona
1507,22622,bardelli
1508,14993,bareng
1509,18851,bareskrim
1510,935,bari
1511,24805,barik
1512,19230,barikan
1513,25889,baris
1514,23157,barisan
1515,938,barkometer
1516,939,barli
1517,24746,barokah
1518,940,barometer
1519,941,barometrik
1520,14994,baronang
1521,22736,barongsai
1522,942,barotermograf
1523,943,barotropik
1524,16465,barra
1525,944,barter
1526,14995,baru
1527,946,baru-baru
1528,22406,barudak
1529,17446,barulah
1530,20145,barumun
1531,947,barunawati
1532,948,barung-barung
1533,28246,barunya
1534,949,barut
1535,950,bas
1536,951,basah
1537,18347,basahan
1538,952,basal
1539,21664,based
1540,18902,baseline
1541,19884,basement
1542,17441,basi
1543,18038,basic
1544,953,basidiosporan
1545,22914,basis
1546,23775,basket
1547,18052,baskoro
1548,954,basterop
1549,25666,basuki
1550,19592,baswedan
1551,955,bata
1552,25362,batabuik
1553,956,batak
1554,22141,batal
1555,25024,batalnya
1556,21269,batam
1557,958,batang
1558,24026,batanghari
1559,17602,batas
1560,960,batasan
1561,14586,batasi
1562,961,baterai
1563,27756,bateral
1564,22374,batik
1565,21128,batikkeempat
1566,963,batil
1567,964,batin
1568,24100,batiniah
1569,965,batis
1570,966,batmofobia
1571,16387,batp
1572,967,batton
1573,22966,batu
1574,27625,batuan
1575,23411,batubara
1576,17958,batuk
1577,970,batung-batung
1578,16989,batur
1579,18608,baturraden
1580,971,bau
1581,26139,baubau
1582,972,baud
1583,27416,bauksit
1584,22126,baunei
1585,973,baung
1586,974,baur
1587,23852,bawa
1588,976,bawaan
1589,977,bawah
1590,25979,bawahnya
1591,26989,bawakan
1592,978,bawal
1593,979,bawang
1594,980,bawat
1595,17768,bawean
1596,19725,bay
1597,981,baya
1598,982,bayam
1599,983,bayan
1600,26995,bayang
1601,984,bayang-bayang
1602,25022,bayangkan
1603,985,bayangkara
1604,986,bayangkari
1605,20466,bayar
1606,16740,bayat
1607,26643,bayi
1608,989,bayu
1609,19338,bayuaji
1610,990,bayur
1611,22714,bazaar
1612,24491,bazar
1613,23146,bazzar
1614,16007,bb
1615,25993,bbc
1616,19068,bbi
1617,16556,bbk
1618,16924,bbksda
1619,16746,bbksdajatim
1620,24899,bbwi
1621,27555,bbws
1622,18989,bdg
1623,16865,be
1624,23983,bea
1625,25052,beach
1626,18929,beas
1627,21555,beasiswa
1628,19346,beata
1629,992,beau
1630,20581,beauty
1631,993,beban
1632,19400,bebantenan
1633,994,bebarongan
1634,995,bebas
1635,21577,bebatuan
1636,25978,bebek
1637,17096,beber
1638,14999,beberapa
1639,20697,bebernya
1640,25436,beberuk
1641,996,becak
1642,16687,becek
1643,16595,bed
1644,27641,beda
1645,27087,bedah
1646,999,bedak
1647,21553,bedakan
1648,17721,bedanya
1649,18679,bedhol
1650,1000,bedil
1651,1001,bedil-bedilan
1652,1002,bedol
1653,27727,bedoyo
1654,27633,beds
1655,1003,bedukang
1656,1004,begana-begini
1657,1005,begandring
1658,22256,begawan
1659,15000,begini
1660,15001,beginian
1661,15002,beginikah
1662,15003,beginilah
1663,15004,begitu
1664,15005,begitukah
1665,15006,begitulah
1666,15007,begitupun
1667,1007,beha
1668,1008,behel
1669,18682,beijing
1670,17403,bejat
1671,28192,bejatnya
1672,17424,bekal
1673,1009,bekal-bekalan
1674,20232,bekas
1675,19236,bekasi
1676,22908,bekerja
1677,26524,bekerjasama
1678,1012,bekerlapan
1679,1013,bekertas
1680,1014,bekti
1681,1015,beku
1682,1016,bela
1683,1017,belah
1684,28188,belajar
1685,1019,belakang
1686,26741,belakangan
1687,21206,belakangnya
1688,1021,belalang
1689,1022,belanda
1690,1023,belang
1691,1024,belang-belang
1692,1025,belanga
1693,1026,belangan
1694,1027,belangiran
1695,26314,belanja
1696,1029,belas
1697,25161,belasan
1698,1030,belayak
1699,1031,belebas
1700,1032,belek
1701,1033,belengguan
1702,1034,belengkong
1703,1035,belerang
1704,21138,belgia
1705,1036,beli
1706,1037,belia
1707,18487,beliau
1708,1038,beliau-beliau
1709,19790,belied
1710,1039,belingkang
1711,1040,belit
1712,23956,belitung
1713,1041,beliung
1714,16008,bell
1715,20986,belok
1716,1042,belongkang
1717,1043,belongkeng
1718,1044,belongsong
1719,1045,beloso
1720,16034,belt
1721,1046,belu-belai
1722,1047,belukang
1723,1048,belukar
1724,19726,belum
1725,15013,belumlah
1726,1049,belungkang
1727,1050,belungsing
1728,19213,belusung
1729,1051,belut
1730,27465,ben
1731,21515,benak
1732,1052,benalu
1733,1053,benam
1734,1054,benaman
1735,1055,benang
1736,18519,benar
1737,15015,benarkah
1738,15016,benarlah
1739,21917,bencana
1740,1057,bencet
1741,1058,benda
1742,20591,bendahara
1743,1059,bendang
1744,1060,bendera
1745,25427,benderaku
1746,18896,bendesa
1747,22444,bendrong
1748,1061,bendul
1749,1062,bendung
1750,26065,bendungan
1751,1063,benefaktif
1752,20988,benefit
1753,16872,bener
1754,1064,beng
1755,1065,benggala
1756,1066,bengkak
1757,1067,bengkarung
1758,1068,bengkawang
1759,28067,bengkayang
1760,28221,bengkel
1761,1071,bengkok
1762,24620,bengkulu
1763,1072,bengkunang
1764,1073,bengong
1765,21790,benih
1766,1075,benihan
1767,26604,benihbaik
1768,21022,bening
1769,17172,benny
1770,26043,benoa
1771,1076,bensin
1772,1077,bentangkan
1773,25249,bentar
1774,1078,bentara
1775,24470,benteng
1776,24087,bentrok
1777,24938,bentuk
1778,1080,bentukan
1779,18160,bentuknya
1780,18068,benu
1781,1081,benua
1782,25679,benz
1783,1082,benzil
1784,1083,bepercikan
1785,18464,bepergian
1786,16714,bepf
1787,1084,bera
1788,1085,berabarkan
1789,1086,berabun-rabun
1790,1087,berabungan
1791,19148,berada
1792,1088,berada-ada
1793,21998,beradaptasi
1794,20623,beradu
1795,16472,beragam
1796,1090,beragam-ragam
1797,27157,beragama
1798,20888,beragamnya
1799,1091,beragitasi
1800,1092,berahi
1801,22526,berahu
1802,1093,berajojing
1803,1094,berakam
1804,20525,berakar
1805,15018,berakhir
1806,15019,berakhirlah
1807,15020,berakhirnya
1808,1095,berakit-rakit
1809,1096,berakreditasi
1810,1097,berakrobat
1811,26668,beraktivitas
1812,1098,berakurasi
1813,27367,beralamat
1814,1099,beralangan
1815,1100,beralaskan
1816,1101,beraliansi
1817,1102,beralih
1818,1103,beralihangin
1819,1104,beramah-ramah
1820,1105,beramah-tamah
1821,1106,beramai-ramai
1822,1107,beranak
1823,23862,beranda
1824,23118,beraneka
1825,1108,berang-berang
1826,1109,berangai
1827,1110,berangan
1828,1111,berangasan
1829,23597,beranggapan
1830,1112,beranggaran
1831,1113,beranggota
1832,1114,beranggotakan
1833,19240,berangkat
1834,1115,berangsang
1835,1116,berangsong
1836,26858,berangsur
1837,1117,berangus
1838,23364,berani
1839,1118,berani-berani
1840,16682,beranjak
1841,1119,beranjangsana
1842,1120,berantakan
1843,1121,berantisipasi
1844,1122,berantukan
1845,15021,berapa
1846,15022,berapakah
1847,15023,berapalah
1848,15024,berapapun
1849,1123,berapat-rapat
1850,1124,berapi
1851,1125,berapi-api
1852,1126,berapologi
1853,1127,berapungan
1854,1128,berargumen
1855,1129,berariskan
1856,1130,berarsitektur
1857,18115,berarti
1858,1131,berartikulasi
1859,1132,beras
1860,17658,berasal
1861,1133,berasaskan
1862,22426,berat
1863,1135,beratap
1864,1136,beratapkan
1865,1137,beratribut
1866,1138,beratus-ratus
1867,25089,berau
1868,27637,beraudiensi
1869,24483,berawa
1870,24028,berawal
1871,1139,berawan
1872,23607,berbadan
1873,26787,berbagai
1874,1140,berbagasi
1875,20613,berbagi
1876,1141,berbahagia
1877,17450,berbahan
1878,22348,berbahasa
1879,1142,berbahasan
1880,25858,berbahaya
1881,1143,berbahu
1882,23625,berbaik
1883,1144,berbakat
1884,27307,berbakti
1885,1145,berbalapan
1886,1146,berbalik
1887,1147,berbalikan
1888,1148,berbanding
1889,1149,berbangkit
1890,1150,berbantalan
1891,27129,berbaring
1892,21954,berbaris
1893,21739,berbasah
1894,26405,berbasis
1895,26017,berbatasan
1896,1152,berbatik
1897,15028,berbatu
1898,20502,berbau
1899,26699,berbayar
1900,19553,berbeda
1901,16418,berbekal
1902,1153,berbelahan
1903,22437,berbelanja
1904,1155,berbelongsong
1905,17666,berbenah
1906,1156,berbendera
1907,1157,berbenteng
1908,1158,berbentrok
1909,18891,berbentuk
1910,1159,berberaian
1911,1160,berbetulan
1912,18012,berbicara
1913,1161,berbimbing
1914,1162,berbincang
1915,1163,berbingkai
1916,18352,berbintang
1917,1165,berbisa
1918,18814,berbisnis
1919,1166,berbongkah
1920,21333,berbuah
1921,1167,berbuat
1922,24965,berbuatbaik
1923,27750,berbunga
1924,1168,berbuntang
1925,21302,berburu
1926,1169,bercabiran
1927,1170,bercacah
1928,1171,bercak
1929,1172,bercambang
1930,1173,bercanggah
1931,1174,bercangkuk
1932,22934,bercap
1933,1175,bercawat
1934,18808,berceceran
1935,1177,bercelah-celah
1936,1178,bercelatuk
1937,1179,berceloteh
1938,1180,bercemar
1939,1181,bercemburu
1940,1182,bercemetuk
1941,1183,bercempera
1942,1184,bercencang
1943,1185,bercenduai
1944,1186,bercengkerama
1945,1187,bercengkih
1946,1188,berceracak
1947,1189,berceraian
1948,1190,berceramah
1949,1191,berceratuk
1950,1192,bercericau
1951,16968,bercerita
1952,1193,berceroteh
1953,1194,bercirikan
1954,26578,bercita
1955,1195,bercoangan
1956,18994,bercorak
1957,1196,bercucuran
1958,1197,bercula
1959,1198,bercumbu
1960,17849,berdagang
1961,1199,berdahanam
1962,25518,berdalih
1963,26429,berdampak
1964,1200,berdamping
1965,18229,berdampingan
1966,1201,berdangdut
1967,27312,berdarah
1968,20930,berdasar
1969,20354,berdasarkan
1970,24848,berdatangan
1971,25326,berdaulat
1972,1203,berdaya
1973,27977,berdedikasi
1974,1204,berdekapan
1975,1205,berdekatan
1976,27786,berdendang
1977,1207,berdenging
1978,1208,berdengkur
1979,1209,berdengkus
1980,1210,berdengung
1981,1211,berdentang
1982,1212,berdenting
1983,1213,berdentung
1984,19792,berderet
1985,26321,berderetan
1986,26373,berdesak
1987,18282,berdesakan
1988,19595,berdikari
1989,26050,berdinas
1990,16482,berdinding
1991,1215,berdiri
1992,17706,berdirinya
1993,22299,berdiskusi
1994,25448,berdoa
1995,25987,berdomisili
1996,27530,berdua
1997,1217,berdua-dua
1998,18867,berduet
1999,24133,berdurasi
2000,1218,berdurhaka
2001,1219,berduri
2002,1220,berebut-rebut
2003,22040,beredar
2004,1221,berefraksi
2005,1222,bereinkarnasi
2006,1223,berekonomi
2007,1224,berekor
2008,1225,berekreasi
2009,1226,berelemen
2010,1227,berelief
2011,21767,berembus
2012,1228,berempulur
2013,18942,berenang
2014,1229,berenangan
2015,22746,berencana
2016,1230,bereng-bereng
2017,1231,berengsaan
2018,1232,berentetan
2019,1233,bereputasi
2020,1234,beres
2021,1235,beresah-resah
2022,1236,beresolusi
2023,16676,beretika
2024,1237,berevolusi
2025,1238,berfantasi
2026,1239,berfilamen
2027,1240,berfisik
2028,18735,berfokus
2029,1241,berfolder-folder
2030,26790,berfoto
2031,19751,berfungsi
2032,23255,bergabung
2033,24313,bergabungnya
2034,24625,bergairah
2035,1242,bergamitan
2036,22353,berganda
2037,1244,bergandeng
2038,20645,bergandengan
2039,1245,berganding
2040,1246,bergandung
2041,18716,berganti
2042,1247,bergantian
2043,27486,bergantinya
2044,1248,bergantung
2045,1249,bergapaian
2046,1250,bergaransi
2047,26665,bergaya
2048,1251,bergayutan
2049,1252,bergedung
2050,1253,bergeduyut
2051,1254,bergejolak
2052,1255,bergelagar
2053,1256,bergelanggang
2054,1257,bergelayangan
2055,1258,bergelayut
2056,1259,bergelebar
2057,1260,bergelegak
2058,1261,bergelegar
2059,1262,bergelemprang
2060,1263,bergelendotan
2061,25544,bergeliat
2062,1264,bergelimun
2063,1265,bergelonggong
2064,1266,bergelugut
2065,1267,bergembira
2066,1268,bergembung
2067,1269,bergemerlapan
2068,1270,bergemuruh
2069,1271,bergendang
2070,1272,bergenggam
2071,23324,bergengsi
2072,1273,bergenus
2073,26018,bergerak
2074,1274,bergerak-gerak
2075,1275,bergerayangan
2076,1276,bergerbong
2077,1277,bergerepes
2078,1278,bergeretak
2079,1279,bergerilya
2080,1280,bergerobok
2081,1281,bergerocok
2082,1282,bergeseran
2083,1283,bergiliran
2084,1284,bergolekan
2085,1285,bergonjong
2086,1286,bergosokan
2087,24274,bergoyang
2088,1287,bergradasi
2089,1288,bergranula
2090,1289,berguguran
2091,28147,bergulir
2092,1290,bergumulan
2093,1291,berguncang
2094,1292,bergunjing
2095,1293,bergunting
2096,1294,berguselan
2097,1295,berhabitat
2098,23947,berhadapan
2099,19013,berhadiah
2100,17652,berhak
2101,1297,berhakikat
2102,1298,berhala
2103,25367,berhalangan
2104,26033,berharap
2105,1299,berharapan
2106,22669,berharga
2107,25300,berhari
2108,1300,berhasil
2109,1301,berhati
2110,22961,berhenti
2111,1302,berhias
2112,1303,berhiaskan
2113,1304,berhidroponik
2114,1305,berhijau
2115,1306,berhikayat
2116,1307,berhiliran
2117,1308,berhomofon
2118,1309,berhomonim
2119,23642,berhubungan
2120,1310,berhulukan
2121,15031,beri
2122,1311,beriba-iba
2123,27291,beribukota
2124,1312,berijtihad
2125,20282,berik
2126,15032,berikan
2127,1313,berikhtiar
2128,1314,beriktikad
2129,15033,berikut
2130,23492,berikutnya
2131,23316,beriman
2132,1315,berimankan
2133,22999,berimbas
2134,1316,berimbuhan
2135,1317,berimpikan
2136,1318,berimpitan
2137,1319,berinfiltrasi
2138,1320,bering-bering
2139,1321,beringisan
2140,1322,beringsang
2141,16868,berinisial
2142,19527,berinisiatif
2143,28137,berinovasi
2144,1325,berintegritas
2145,1326,berintensitas
2146,25386,berinteraksi
2147,1327,berintikan
2148,1328,berintuisi
2149,27824,berinvestasi
2150,1329,beririgasi
2151,1330,beriringan
2152,24078,beririsan
2153,18585,berisi
2154,18202,berisikan
2155,25023,berisiko
2156,20660,beristighfar
2157,1332,beristikharah
2158,1333,beristinja
2159,16974,beristirahat
2160,1334,berisyarat
2161,1335,berita
2162,22375,beritelli
2163,1336,berjabatan
2164,17399,berjajar
2165,1337,berjalan
2166,1338,berjalaran
2167,1339,berjalinan
2168,21786,berjam
2169,1340,berjam-jam
2170,1341,berjanggut
2171,1342,berjangkit
2172,1343,berjanjang
2173,23130,berjanji
2174,1344,berjantang
2175,1345,berjantung
2176,21545,berjarak
2177,18149,berjasa
2178,1346,berjatah
2179,1347,berjatuhan
2180,22253,berjejer
2181,17761,berjejeran
2182,1348,berjelabir
2183,1349,berjelapak
2184,1350,berjempalitan
2185,1351,berjendela
2186,1352,berjengger
2187,1353,berjenggot
2188,1354,berjengkengan
2189,1355,berjengket
2190,1356,berjengkot
2191,1357,berjenjang
2192,1358,berjentera
2193,1359,berjerabai
2194,1360,berjeramah
2195,1361,berjerangkang
2196,1362,berjerawat
2197,1363,berjermang
2198,1364,berjerumat
2199,1365,berjingkat
2200,1366,berjingkik
2201,1367,berjinjang
2202,27195,berjoget
2203,1368,berjongkok
2204,1369,berjotosan
2205,27651,berjualan
2206,26977,berjuang
2207,21091,berjudul
2208,15035,berjumlah
2209,1370,berjungkir
2210,20976,berjuntai
2211,1371,berjuraian
2212,22814,berjuta
2213,1372,berkabilan
2214,22016,berkabut
2215,23874,berkaca
2216,17202,berkacamata
2217,1373,berkafeina
2218,14592,berkah
2219,1374,berkait
2220,21730,berkaitan
2221,1375,berkakakan
2222,24833,berkali
2223,15037,berkali kali
2224,1376,berkaliber
2225,1377,berkalsium
2226,26473,berkampanye
2227,1378,berkampung
2228,1379,berkancing
2229,1380,berkandang
2230,1381,berkandung
2231,1382,berkanjang
2232,1383,berkanopi
2233,1384,berkantong
2234,20204,berkantor
2235,1385,berkaparan
2236,28178,berkapasitas
2237,1386,berkapitulasi
2238,1387,berkapur
2239,20325,berkaraoke
2240,18425,berkarya
2241,21867,berkas
2242,1390,berkasidah
2243,20531,berkat
2244,15038,berkata
2245,1392,berkatalog
2246,1393,berkawanan
2247,1394,berkeadaan
2248,27290,berkeadilan
2249,16905,berkearifan
2250,1395,berkebangsaan
2251,17677,berkebaya
2252,1396,berkecamuk
2253,23251,berkecepatan
2254,1397,berkecil
2255,1398,berkecipak
2256,1399,berkecuali
2257,1400,berkecumik
2258,1401,berkedaulatan
2259,21517,berkedudukan
2260,25580,berkegiatan
2261,15039,berkehendak
2262,15040,berkeinginan
2263,1402,berkejaran
2264,1403,berkejutan
2265,1404,berkekalan
2266,1405,berkekurangan
2267,1406,berkeladak
2268,1407,berkelakar
2269,22580,berkelakuan
2270,1408,berkelambu
2271,1409,berkelamin
2272,1410,berkelanjaran
2273,1411,berkelanjutan
2274,22516,berkelas
2275,1412,berkelebat
2276,1413,berkeledar
2277,1414,berkelejat
2278,1415,berkelelot
2279,1416,berkelembapan
2280,1417,berkelepai
2281,1418,berkeletah
2282,24143,berkeliaran
2283,1419,berkelibangan
2284,1420,berkelijak
2285,16506,berkeliling
2286,1421,berkelintaran
2287,21511,berkelir
2288,1422,berkelocak
2289,19904,berkelompok
2290,1423,berkelongsong
2291,1424,berkelopak
2292,1425,berkeloyak
2293,1426,berkelukur
2294,1427,berkelumun
2295,16010,berkemah
2296,1428,berkemasan
2297,1429,berkemauan
2298,22454,berkembang
2299,24090,berkembangnya
2300,15041,berkenaan
2301,1431,berkenalan
2302,23580,berkenan
2303,1432,berkendala
2304,1433,berkendali
2305,1434,berkendang
2306,27296,berkendara
2307,1436,berkenduri
2308,1437,berkepala
2309,27171,berkepanjangan
2310,1438,berkerabat
2311,1439,berkerakal
2312,1440,berkeramas
2313,1441,berkeramba
2314,1442,berkeranda
2315,1443,berkerangkeng
2316,1444,berkeratin
2317,1445,berkereket
2318,1446,berkereta
2319,1447,berkericau
2320,1448,berkerikil
2321,1449,berkeriput
2322,1450,berkerisik
2323,1451,berkerotak
2324,1452,berkerucut
